site,veg_type,exp,location,soil_moisture,pH,plot_Id,unique_plotID,unique_sampID,treatment,myc_assoc,isolate,isolate_myc,mel_status,harvest_date,mass_remaining ,mt.mo,incub_period.days,incub_period.wks,relative_period.months,incub_period.years,notes
cedar creek,Prairie,CC_praire2,field_80,NA,NA,6,39, CCP2_277,EM_forb,EM,Mort,EM_Mort,non-melanized,9/21/17,NA,NA,34,4.857142857,1.133333333,0.093150685,not recovered
cedar creek,Oak Savanna,CC_savanna,transect_20m,12.20344176,5.5,Oak_1,15,CCSav_288,AM_grass,AM,Mel_Black,AM_MB,melanized ,,14.7826087,0.147826087,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_20m,11.92370218,5.035,Oak_2,16,CCSav_327,AM_grass,AM,Mel_Black,AM_MB,melanized ,,19.62962963,0.196296296,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.597276914,5.215,Oak_3,17,CCSav_373,AM_grass,AM,Mel_Black,AM_MB,melanized ,,30.41666667,0.304166667,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.15317725,4.3,Oak_1,15,CCSav_300,EM_tree,EM,Mel_Black,EM_MB,melanized ,,21.92307692,0.219230769,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.21297365,4.67,Oak_2,16,CCSav_326,EM_tree,EM,Mel_Black,EM_MB,melanized ,,19.61538462,0.196153846,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.75749373,4.05,Oak_3,17,CCSav_381,EM_tree,EM,Mel_Black,EM_MB,melanized ,,35.83333333,0.358333333,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.45205832,5.565,Oak_1,15,CCSav_306,forest_grassland,mixed,Mel_Black,Mix_MB,melanized ,,25,0.25,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_5m,11.09645189,4.375,Oak_2,16,CCSav_332,forest_grassland,mixed,Mel_Black,Mix_MB,melanized ,,21.15384615,0.211538462,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.23381782,4.265,Oak_3,17,CCSav_376,forest_grassland,mixed,Mel_Black,Mix_MB,melanized ,,32,0.32,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_20m,12.20344176,5.5,Oak_1,15,CCSav_311,AM_grass,AM,Mel_White,AM_MW,non-melanized,,33.07692308,0.330769231,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_20m,11.92370218,5.035,Oak_2,16,CCSav_314,AM_grass,AM,Mel_White,AM_MW,non-melanized,,1.2,0.012,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.597276914,5.215,Oak_3,17,CCSav_350,AM_grass,AM,Mel_White,AM_MW,non-melanized,,11.25,0.1125,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_20m,12.20344176,5.5,Oak_1,15,CCSav_286,AM_grass,AM,Mort,AM_Mort,non-melanized,,13.6,0.136,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_20m,11.92370218,5.035,Oak_2,16,CCSav_330,AM_grass,AM,Mort,AM_Mort,non-melanized,,20.38461538,0.203846154,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.597276914,5.215,Oak_3,17,CCSav_357,AM_grass,AM,Mort,AM_Mort,non-melanized,,18.07692308,0.180769231,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.15317725,4.3,Oak_1,15,CCSav_292,EM_tree,EM,Mel_White,EM_MW,non-melanized,,16.8,0.168,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.21297365,4.67,Oak_2,16,CCSav_328,EM_tree,EM,Mel_White,EM_MW,non-melanized,,20.37037037,0.203703704,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.75749373,4.05,Oak_3,17,CCSav_365,EM_tree,EM,Mel_White,EM_MW,non-melanized,,23.75,0.2375,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.15317725,4.3,Oak_1,15,CCSav_293,EM_tree,EM,Mort,EM_Mort,non-melanized,,17.77777778,0.177777778,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.21297365,4.67,Oak_2,16,CCSav_319,EM_tree,EM,Mort,EM_Mort,non-melanized,,13.2,0.132,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.75749373,4.05,Oak_3,17,CCSav_356,EM_tree,EM,Mort,EM_Mort,non-melanized,,17.91666667,0.179166667,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.45205832,5.565,Oak_1,15,CCSav_290,forest_grassland,mixed,Mel_White,Mix_MW,non-melanized,,15.38461538,0.153846154,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_5m,11.09645189,4.375,Oak_2,16,CCSav_334,forest_grassland,mixed,Mel_White,Mix_MW,non-melanized,,21.66666667,0.216666667,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.23381782,4.265,Oak_3,17,CCSav_360,forest_grassland,mixed,Mel_White,Mix_MW,non-melanized,,19.16666667,0.191666667,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.45205832,5.565,Oak_1,15,CCSav_283,forest_grassland,mixed,Mort,Mix_Mort,non-melanized,,12.5,0.125,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_5m,11.09645189,4.375,Oak_2,16,CCSav_345,forest_grassland,mixed,Mort,Mix_Mort,non-melanized,,30,0.3,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_5m,10.23381782,4.265,Oak_3,17,CCSav_361,forest_grassland,mixed,Mort,Mix_Mort,non-melanized,,19.62962963,0.196296296,42,6,1.4,0.115068493,
cedar creek,Oak Savanna,CC_savanna,transect_20m,7.533420323,5.5,Oak_1,15,CCSav_284,AM_grass,AM,Mel_Black,AM_MB,melanized ,,13.07692308,0.130769231,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.80215701,5.035,Oak_2,16,CCSav_341,AM_grass,AM,Mel_Black,AM_MB,melanized ,,27.85714286,0.278571429,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_20m,4.537862517,5.215,Oak_3,17,CCSav_364,AM_grass,AM,Mel_Black,AM_MB,melanized ,,23.46153846,0.234615385,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.64474139,4.3,Oak_1,15,CCSav_287,EM_tree,EM,Mel_Black,EM_MB,melanized ,,13.92857143,0.139285714,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.865559078,4.67,Oak_2,16,CCSav_323,EM_tree,EM,Mel_Black,EM_MB,melanized ,,17.69230769,0.176923077,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.033599591,4.05,Oak_3,17,CCSav_379,EM_tree,EM,Mel_Black,EM_MB,melanized ,,34.16666667,0.341666667,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_5m,8.13484562,5.565,Oak_1,15,CCSav_278,forest_grassland,mixed,Mel_Black,Mix_MB,melanized ,,9.166666667,0.091666667,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_5m,6.335447925,4.375,Oak_2,16,CCSav_322,forest_grassland,mixed,Mel_Black,Mix_MB,melanized ,,17.6,0.176,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_5m,7.71415755,4.265,Oak_3,17,CCSav_368,forest_grassland,mixed,Mel_Black,Mix_MB,melanized ,,26.8,0.268,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_20m,7.533420323,5.5,Oak_1,15,CCSav_279,AM_grass,AM,Mel_White,AM_MW,non-melanized,,10,0.1,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.80215701,5.035,Oak_2,16,CCSav_325,AM_grass,AM,Mel_White,AM_MW,non-melanized,,19.2,0.192,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_20m,4.537862517,5.215,Oak_3,17,CCSav_352,AM_grass,AM,Mel_White,AM_MW,non-melanized,,12.8,0.128,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_20m,7.533420323,5.5,Oak_1,15,CCSav_282,AM_grass,AM,Mort,AM_Mort,non-melanized,,12.5,0.125,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_20m,8.80215701,5.035,Oak_2,16,CCSav_321,AM_grass,AM,Mort,AM_Mort,non-melanized,,16,0.16,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_20m,4.537862517,5.215,Oak_3,17,CCSav_351,AM_grass,AM,Mort,AM_Mort,non-melanized,,12.5,0.125,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.64474139,4.3,Oak_1,15,CCSav_289,EM_tree,EM,Mel_White,EM_MW,non-melanized,,15.38461538,0.153846154,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.865559078,4.67,Oak_2,16,CCSav_315,EM_tree,EM,Mel_White,EM_MW,non-melanized,,7.037037037,0.07037037,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.033599591,4.05,Oak_3,17,CCSav_363,EM_tree,EM,Mel_White,EM_MW,non-melanized,,21.92307692,0.219230769,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.64474139,4.3,Oak_1,15,CCSav_285,EM_tree,EM,Mort,EM_Mort,non-melanized,,13.46153846,0.134615385,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.865559078,4.67,Oak_2,16,CCSav_318,EM_tree,EM,Mort,EM_Mort,non-melanized,,12.96296296,0.12962963,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.033599591,4.05,Oak_3,17,CCSav_355,EM_tree,EM,Mort,EM_Mort,non-melanized,,17.30769231,0.173076923,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_5m,8.13484562,5.565,Oak_1,15,CCSav_280,forest_grassland,mixed,Mel_White,Mix_MW,non-melanized,,10,0.1,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_5m,6.335447925,4.375,Oak_2,16,CCSav_317,forest_grassland,mixed,Mel_White,Mix_MW,non-melanized,,12.30769231,0.123076923,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_5m,7.71415755,4.265,Oak_3,17,CCSav_359,forest_grassland,mixed,Mel_White,Mix_MW,non-melanized,,18.88888889,0.188888889,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_5m,8.13484562,5.565,Oak_1,15,CCSav_281,forest_grassland,mixed,Mort,Mix_Mort,non-melanized,,10,0.1,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_5m,6.335447925,4.375,Oak_2,16,CCSav_320,forest_grassland,mixed,Mort,Mix_Mort,non-melanized,,15.6,0.156,56,8,1.866666667,0.153424658,
cedar creek,Oak Savanna,CC_savanna,transect_5m,7.71415755,4.265,Oak_3,17,CCSav_354,forest_grassland,mixed,Mort,Mix_Mort,non-melanized,,17.08333333,0.170833333,56,8,1.866666667,0.153424658,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,1,18,CCP1_6,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,25,0.25,65,9.285714286,2.166666667,0.178082192,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,4,21,CCP1_46,AM_grass,AM,Ceno,AM_ceno,melanized ,9/21/17,14.61538462,0.146153846,65,9.285714286,2.166666667,0.178082192,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,1,18,CCP1_1,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,7.916666667,0.079166667,65,9.285714286,2.166666667,0.178082192,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,4,21,CCP1_51,EM_forb,EM,Ceno,EM_Ceno,melanized ,9/21/17,23.75,0.2375,65,9.285714286,2.166666667,0.178082192,
moores creek,Forest,MC_forest,AM_2,6.666666667,5.67,2,2,MCFor_398,AM_tree,AM,Mel_Black,AM_MB,melanized ,10/13/17,22.18910218,0.221891022,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_3,9.1,5.27,3,4,MCFor_405,AM_tree,AM,Mel_Black,AM_MB,melanized ,10/13/17,12.52564437,0.125256444,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_4,15.56666667,4.04,4,5,MCFor_410,AM_tree,AM,Mel_Black,AM_MB,melanized ,10/13/17,7.796203197,0.077962032,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_5,11.9,3.88,5,7,MCFor_422,AM_tree,AM,Mel_Black,AM_MB,melanized ,10/13/17,15.00763359,0.150076336,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_6,7.3,4.78,6,9,MCFor_435,AM_tree,AM,Mel_Black,AM_MB,melanized ,10/13/17,9.419830388,0.094198304,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_7,8.6,3.89,7,11,MCFor_452,AM_tree,AM,Mel_Black,AM_MB,melanized ,10/13/17,24.484,0.24484,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_8,7.3,3.76,8,13,MCFor_464,AM_tree,AM,Mel_Black,AM_MB,melanized ,10/13/17,26.08469836,0.260846984,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_1,3.733333333,3.51,1,1,MCFor_388,EM_tree,EM,Mel_Black,EM_MB,melanized ,10/13/17,28.13099042,0.281309904,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_2,5.133333333,3.5,2,3,MCFor_397,EM_tree,EM,Mel_Black,EM_MB,melanized ,10/13/17,20.81395781,0.208139578,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_4,6.8,3.31,4,6,MCFor_417,EM_tree,EM,Mel_Black,EM_MB,melanized ,10/13/17,29.60932945,0.296093294,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_5,10.1,3.59,5,8,MCFor_424,EM_tree,EM,Mel_Black,EM_MB,melanized ,10/13/17,18.0553946,0.180553946,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_6,4.166666667,3.57,6,10,MCFor_440,EM_tree,EM,Mel_Black,EM_MB,melanized ,10/13/17,18.55920398,0.18559204,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_7,2.133333333,3.49,7,12,MCFor_451,EM_tree,EM,Mel_Black,EM_MB,melanized ,10/13/17,20.85715412,0.208571541,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_8,3.7,3.04,8,14,MCFor_469,EM_tree,EM,Mel_Black,EM_MB,melanized ,10/13/17,NA,NA,92,13.14285714,3.066666667,0.347169811,hole in lbag
moores creek,Forest,MC_forest,AM_2,6.666666667,5.67,2,2,MCFor_395,AM_tree,AM,Mort,AM_Mort,non-melanized,10/13/17,19.29632525,0.192963253,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_3,9.1,5.27,3,4,MCFor_404,AM_tree,AM,Mort,AM_Mort,non-melanized,10/13/17,12.47657714,0.124765771,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_4,15.56666667,4.04,4,5,MCFor_411,AM_tree,AM,Mort,AM_Mort,non-melanized,10/13/17,11.25296443,0.112529644,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_5,11.9,3.88,5,7,MCFor_425,AM_tree,AM,Mort,AM_Mort,non-melanized,10/13/17,20.38566435,0.203856643,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_6,7.3,4.78,6,9,MCFor_436,AM_tree,AM,Mort,AM_Mort,non-melanized,10/13/17,10.33911018,0.103391102,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_7,8.6,3.89,7,11,MCFor_446,AM_tree,AM,Mort,AM_Mort,non-melanized,10/13/17,8.531296772,0.085312968,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,AM_8,7.3,3.76,8,13,MCFor_463,AM_tree,AM,Mort,AM_Mort,non-melanized,10/13/17,21.73000792,0.217300079,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_1,3.733333333,3.51,1,1,MCFor_386,EM_tree,EM,Mort,EM_Mort,non-melanized,10/13/17,7.428048246,0.074280482,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_2,5.133333333,3.5,2,3,MCFor_392,EM_tree,EM,Mort,EM_Mort,non-melanized,10/13/17,13.87831222,0.138783122,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_4,6.8,3.31,4,6,MCFor_412,EM_tree,EM,Mort,EM_Mort,non-melanized,10/13/17,16.6550765,0.166550765,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_5,10.1,3.59,5,8,MCFor_426,EM_tree,EM,Mort,EM_Mort,non-melanized,10/13/17,21.31378299,0.21313783,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_6,4.166666667,3.57,6,10,MCFor_438,EM_tree,EM,Mort,EM_Mort,non-melanized,10/13/17,14.1685953,0.141685953,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_7,2.133333333,3.49,7,12,MCFor_453,EM_tree,EM,Mort,EM_Mort,non-melanized,10/13/17,24.95657666,0.249565767,92,13.14285714,3.066666667,0.347169811,
moores creek,Forest,MC_forest,EM_8,3.7,3.04,8,14,MCFor_461,EM_tree,EM,Mort,EM_Mort,non-melanized,10/13/17,17.46994848,0.174699485,92,13.14285714,3.066666667,0.347169811,
